               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.030813,            0.007772,           0.0017292,              0.9814,             0.87646,             0.91846,             0.61546,            0.034237,           0.0082014,           0.0018992,           0.0060838,           0.0060838,           0.0060838
                 150,            0.030684,            0.007827,           0.0017406,             0.98035,             0.87652,             0.91856,             0.61451,            0.034214,           0.0082012,           0.0019011,           0.0060419,           0.0060419,           0.0060419
                 151,            0.030897,             0.00784,           0.0016887,             0.98044,             0.87648,             0.92742,              0.6144,            0.034192,           0.0082194,           0.0019032,               0.006,               0.006,               0.006
                 152,            0.030517,           0.0077227,           0.0016655,             0.98903,             0.87099,              0.9274,             0.61671,            0.034174,           0.0082069,           0.0019044,           0.0059581,           0.0059581,           0.0059581
                 153,            0.030768,           0.0077125,           0.0016704,             0.98926,             0.87092,              0.9282,             0.61089,            0.034175,           0.0081965,           0.0019048,           0.0059162,           0.0059162,           0.0059162
                 154,             0.03049,           0.0077872,           0.0017927,             0.98527,              0.8742,             0.92825,             0.61094,            0.034166,           0.0081973,           0.0019002,           0.0058744,           0.0058744,           0.0058744
                 155,             0.03049,           0.0077827,           0.0017694,             0.98979,             0.87114,             0.92825,             0.61031,            0.034159,           0.0082102,           0.0018987,           0.0058325,           0.0058325,           0.0058325
                 156,            0.030639,           0.0077271,           0.0016648,               0.986,             0.87312,             0.92825,              0.6103,            0.034152,           0.0081989,           0.0018997,           0.0057907,           0.0057907,           0.0057907
                 157,            0.030442,           0.0077894,           0.0016293,             0.98721,             0.87317,             0.91875,               0.609,            0.034132,           0.0081901,           0.0018983,           0.0057488,           0.0057488,           0.0057488
                 158,             0.02993,            0.007649,           0.0016072,               0.988,             0.87307,              0.9283,              0.6114,            0.034106,           0.0081656,           0.0018952,            0.005707,            0.005707,            0.005707
                 159,            0.030135,           0.0076964,           0.0016093,             0.98859,             0.87312,             0.92831,             0.61123,            0.034097,           0.0081788,           0.0018893,           0.0056653,           0.0056653,           0.0056653
                 160,            0.030202,           0.0077076,           0.0016194,              0.9881,             0.87323,             0.92832,             0.61123,            0.034086,           0.0081885,           0.0018862,           0.0056236,           0.0056236,           0.0056236
                 161,            0.030213,           0.0076486,           0.0016586,             0.98913,             0.87195,             0.93053,             0.61206,            0.034074,           0.0081466,           0.0018887,           0.0055819,           0.0055819,           0.0055819
                 162,            0.030204,           0.0076883,           0.0016628,             0.99011,             0.87186,             0.93052,             0.61037,             0.03407,            0.008152,            0.001893,           0.0055403,           0.0055403,           0.0055403
                 163,            0.030149,           0.0077171,           0.0016208,             0.99033,             0.87174,              0.9297,             0.61021,            0.034059,           0.0081612,           0.0018954,           0.0054987,           0.0054987,           0.0054987
                 164,            0.030208,           0.0077873,           0.0016142,             0.98971,             0.87179,             0.92174,             0.60783,            0.034052,           0.0081538,           0.0018998,           0.0054571,           0.0054571,           0.0054571
                 165,            0.029807,           0.0076268,           0.0016072,             0.98932,             0.87192,             0.92222,             0.60777,            0.034045,           0.0081527,           0.0019026,           0.0054157,           0.0054157,           0.0054157
                 166,              0.0303,           0.0076942,           0.0016697,             0.98885,             0.87199,             0.91999,             0.60632,            0.034039,           0.0081373,           0.0019022,           0.0053743,           0.0053743,           0.0053743
                 167,             0.03014,           0.0077319,           0.0017082,             0.98873,               0.872,             0.92001,             0.60588,            0.034025,           0.0081463,           0.0019018,           0.0053329,           0.0053329,           0.0053329
                 168,            0.029772,           0.0075926,           0.0015509,             0.98914,             0.87179,             0.92016,             0.60645,            0.034017,           0.0081561,           0.0019056,           0.0052917,           0.0052917,           0.0052917
                 169,            0.030182,           0.0077529,           0.0016419,             0.98943,             0.87199,             0.92028,             0.61293,             0.03401,           0.0081389,           0.0019062,           0.0052505,           0.0052505,           0.0052505
                 170,            0.029547,           0.0075466,           0.0015264,             0.98951,              0.8719,             0.92029,             0.61675,            0.033994,            0.008165,           0.0019057,           0.0052094,           0.0052094,           0.0052094
                 171,            0.029652,            0.007628,           0.0015671,             0.98935,             0.87205,              0.9207,             0.61715,            0.033993,           0.0081301,           0.0019031,           0.0051684,           0.0051684,           0.0051684
                 172,            0.029937,           0.0076856,           0.0016383,             0.98754,             0.87317,             0.92115,             0.61744,            0.033977,           0.0081226,           0.0019005,           0.0051274,           0.0051274,           0.0051274
                 173,            0.029458,           0.0075904,            0.001571,             0.99189,             0.87047,             0.92142,             0.61491,            0.033971,           0.0081264,           0.0019007,           0.0050866,           0.0050866,           0.0050866
                 174,            0.029421,           0.0076266,           0.0014584,             0.99159,             0.87197,             0.92225,             0.61473,            0.033976,           0.0081326,           0.0019002,           0.0050459,           0.0050459,           0.0050459
                 175,            0.029611,           0.0075855,           0.0015072,             0.99122,             0.87204,             0.92217,              0.6138,            0.033971,           0.0081322,           0.0019014,           0.0050052,           0.0050052,           0.0050052
                 176,            0.029633,           0.0076248,           0.0015998,             0.99139,             0.87197,             0.92214,             0.61423,             0.03396,           0.0081062,           0.0019041,           0.0049647,           0.0049647,           0.0049647
                 177,            0.029628,           0.0075667,           0.0015188,             0.99217,             0.87065,             0.92309,             0.61424,            0.033945,           0.0081255,            0.001903,           0.0049243,           0.0049243,           0.0049243
                 178,            0.029471,           0.0076306,           0.0015275,              0.9919,             0.87097,             0.92308,             0.61196,            0.033932,           0.0081303,           0.0018992,            0.004884,            0.004884,            0.004884
                 179,            0.029559,           0.0075401,           0.0015846,             0.99035,             0.87243,             0.92361,             0.61432,            0.033931,           0.0081086,           0.0018928,           0.0048439,           0.0048439,           0.0048439
                 180,            0.029293,           0.0074721,           0.0014986,             0.99035,             0.87248,             0.92415,             0.61453,            0.033932,           0.0081171,           0.0018935,           0.0048038,           0.0048038,           0.0048038
                 181,            0.029207,           0.0075297,           0.0015722,             0.99053,             0.87245,             0.92415,              0.6147,             0.03393,           0.0081097,           0.0018904,           0.0047639,           0.0047639,           0.0047639
                 182,            0.028954,           0.0074425,           0.0015093,              0.9905,             0.87258,             0.92408,             0.61529,            0.033915,           0.0081186,           0.0018934,           0.0047242,           0.0047242,           0.0047242
                 183,            0.029264,           0.0074926,           0.0016707,             0.99064,             0.87251,             0.92415,             0.61534,            0.033906,           0.0081142,           0.0018947,           0.0046845,           0.0046845,           0.0046845
                 184,            0.029259,           0.0074008,           0.0015225,             0.99052,             0.87257,             0.92412,             0.61299,            0.033903,           0.0081221,           0.0018984,            0.004645,            0.004645,            0.004645
                 185,            0.029115,           0.0075173,           0.0015612,             0.99065,             0.87253,             0.92415,             0.61357,            0.033899,           0.0081133,           0.0018985,           0.0046057,           0.0046057,           0.0046057
                 186,            0.028862,            0.007396,           0.0014173,             0.99199,             0.87135,             0.92415,             0.61498,             0.03389,           0.0081011,           0.0018994,           0.0045665,           0.0045665,           0.0045665
                 187,            0.028909,           0.0074189,           0.0015053,             0.99204,             0.87137,             0.92418,             0.61214,            0.033896,           0.0081028,           0.0018989,           0.0045275,           0.0045275,           0.0045275
                 188,            0.028864,           0.0073882,           0.0015066,             0.99022,             0.87272,              0.9242,             0.61174,            0.033889,           0.0081317,           0.0018993,           0.0044886,           0.0044886,           0.0044886
                 189,            0.028948,           0.0074135,           0.0014624,             0.99067,             0.87271,             0.92361,             0.61133,            0.033877,           0.0081054,           0.0018955,           0.0044499,           0.0044499,           0.0044499
                 190,            0.028539,           0.0072704,            0.001365,             0.99065,             0.87277,             0.92261,             0.61368,            0.033862,           0.0080946,           0.0018938,           0.0044114,           0.0044114,           0.0044114
                 191,            0.028447,           0.0073552,           0.0013833,             0.99222,             0.87247,              0.9236,             0.61428,             0.03387,           0.0081043,            0.001895,           0.0043731,           0.0043731,           0.0043731
                 192,            0.028553,            0.007361,           0.0013684,             0.99214,             0.87271,             0.92361,             0.61396,            0.033882,           0.0081261,           0.0018991,           0.0043349,           0.0043349,           0.0043349
                 193,            0.028815,           0.0075318,           0.0014477,             0.99208,              0.8727,             0.92361,             0.61418,            0.033893,           0.0081135,           0.0019015,           0.0042969,           0.0042969,           0.0042969
                 194,            0.028735,           0.0074745,           0.0015212,             0.98394,             0.87594,             0.92362,             0.61434,             0.03392,           0.0081223,           0.0018936,           0.0042591,           0.0042591,           0.0042591
                 195,            0.028508,           0.0073946,           0.0013777,             0.98434,             0.87577,             0.92361,             0.61499,            0.033933,           0.0081011,           0.0018884,           0.0042215,           0.0042215,           0.0042215
                 196,            0.028356,           0.0073656,            0.001381,             0.98465,             0.87447,             0.92422,              0.6177,            0.033951,           0.0080861,           0.0018875,            0.004184,            0.004184,            0.004184
                 197,            0.028522,           0.0073535,           0.0014304,             0.97152,             0.88294,             0.92487,             0.61999,            0.033958,           0.0080983,             0.00188,           0.0041468,           0.0041468,           0.0041468
                 198,             0.02825,           0.0072414,           0.0013742,             0.97244,              0.8833,             0.92564,             0.61666,            0.033956,           0.0080886,           0.0018735,           0.0041098,           0.0041098,           0.0041098
                 199,            0.028137,            0.007312,           0.0014148,             0.97253,             0.88226,             0.92569,             0.61923,            0.033929,           0.0080866,           0.0018666,            0.004073,            0.004073,            0.004073
                 200,            0.028411,           0.0073166,           0.0014085,             0.97275,             0.88214,             0.92571,              0.6196,            0.033895,           0.0081231,           0.0018659,           0.0040364,           0.0040364,           0.0040364
                 201,            0.028232,           0.0072854,           0.0014154,             0.97252,             0.88109,             0.92574,             0.61733,            0.033887,           0.0081122,           0.0018648,               0.004,               0.004,               0.004
                 202,            0.027948,           0.0072536,           0.0013716,             0.97005,             0.88159,             0.92574,             0.61689,            0.033864,           0.0080653,           0.0018651,           0.0039638,           0.0039638,           0.0039638
                 203,            0.028038,           0.0073371,           0.0014425,             0.97048,             0.88065,             0.92572,             0.61747,            0.033871,           0.0081117,           0.0018717,           0.0039279,           0.0039279,           0.0039279
                 204,            0.027882,           0.0072427,           0.0013871,             0.97074,             0.88044,             0.92573,             0.62535,            0.033855,           0.0080833,           0.0018708,           0.0038922,           0.0038922,           0.0038922
                 205,            0.027948,           0.0072469,           0.0013494,             0.97254,             0.87941,             0.92574,             0.62565,            0.033852,           0.0080933,           0.0018667,           0.0038567,           0.0038567,           0.0038567
                 206,            0.027784,           0.0072098,           0.0013515,             0.97269,             0.87957,             0.92762,             0.62697,             0.03384,           0.0080871,           0.0018623,           0.0038214,           0.0038214,           0.0038214
                 207,            0.027726,           0.0072089,           0.0013949,             0.97286,             0.87959,             0.92762,             0.62468,            0.033811,           0.0080713,           0.0018605,           0.0037864,           0.0037864,           0.0037864
                 208,            0.027842,            0.007144,           0.0012816,             0.97324,             0.87965,             0.92765,             0.62477,            0.033783,           0.0080572,           0.0018558,           0.0037517,           0.0037517,           0.0037517
                 209,            0.028088,           0.0072577,           0.0013979,             0.97354,              0.8801,             0.92768,             0.62484,            0.033747,           0.0080719,           0.0018506,           0.0037171,           0.0037171,           0.0037171
                 210,            0.027657,            0.007222,           0.0012986,             0.97247,             0.88053,             0.93265,             0.62727,             0.03373,           0.0080833,           0.0018473,           0.0036829,           0.0036829,           0.0036829
                 211,            0.027993,           0.0071507,           0.0013156,             0.97283,             0.88065,             0.93269,             0.62806,            0.033715,           0.0080706,           0.0018462,           0.0036489,           0.0036489,           0.0036489
                 212,             0.02731,           0.0070676,           0.0013185,             0.97286,             0.88056,             0.93269,              0.6279,            0.033698,           0.0080365,           0.0018446,           0.0036151,           0.0036151,           0.0036151
                 213,            0.027672,           0.0071438,           0.0013569,             0.97472,             0.87958,             0.93197,             0.62718,            0.033691,           0.0080575,           0.0018502,           0.0035816,           0.0035816,           0.0035816
                 214,            0.027643,           0.0071196,           0.0013348,             0.97687,             0.87725,             0.93188,             0.62637,            0.033695,           0.0080753,           0.0018582,           0.0035484,           0.0035484,           0.0035484
                 215,            0.027388,           0.0070965,           0.0013179,             0.97198,             0.88095,             0.93184,             0.62599,            0.033696,           0.0080495,           0.0018664,           0.0035154,           0.0035154,           0.0035154
                 216,            0.027492,           0.0070748,            0.001328,             0.97147,               0.881,             0.93536,             0.63141,            0.033718,           0.0080759,           0.0018778,           0.0034827,           0.0034827,           0.0034827
                 217,            0.027212,           0.0070402,           0.0013086,             0.97141,             0.88109,             0.93533,             0.63131,            0.033739,           0.0080799,           0.0018893,           0.0034503,           0.0034503,           0.0034503
                 218,            0.027367,           0.0071204,           0.0012912,             0.97273,             0.88094,             0.93529,             0.63213,            0.033742,           0.0080603,           0.0018952,           0.0034182,           0.0034182,           0.0034182
                 219,            0.027239,           0.0070898,           0.0013149,             0.97274,             0.88109,             0.93999,             0.63425,            0.033742,           0.0080681,           0.0019071,           0.0033863,           0.0033863,           0.0033863
                 220,            0.026776,           0.0069613,           0.0012101,             0.97329,             0.88145,              0.9352,             0.63234,            0.033735,           0.0080453,           0.0019164,           0.0033548,           0.0033548,           0.0033548
                 221,            0.026935,           0.0070482,           0.0012445,             0.97391,             0.88173,             0.93513,             0.63292,            0.033743,           0.0080667,           0.0019277,           0.0033235,           0.0033235,           0.0033235
                 222,             0.02684,           0.0070175,           0.0012547,             0.97472,             0.88172,             0.93515,             0.63201,             0.03374,           0.0080727,           0.0019346,           0.0032925,           0.0032925,           0.0032925
                 223,            0.027172,           0.0069665,           0.0012848,              0.9755,             0.88171,             0.93385,             0.63184,            0.033732,           0.0080615,           0.0019334,           0.0032618,           0.0032618,           0.0032618
                 224,             0.02655,           0.0069338,           0.0011924,             0.97589,             0.88173,              0.9386,             0.63646,            0.033732,           0.0080685,           0.0019367,           0.0032314,           0.0032314,           0.0032314
                 225,            0.026976,           0.0069351,           0.0011916,             0.97665,             0.88172,             0.93856,             0.63815,            0.033732,           0.0080722,           0.0019411,           0.0032013,           0.0032013,           0.0032013
                 226,            0.026864,           0.0069712,            0.001339,             0.97989,             0.87904,             0.93916,             0.63728,            0.033747,           0.0080592,           0.0019471,           0.0031716,           0.0031716,           0.0031716
                 227,            0.026846,           0.0069212,            0.001331,             0.89996,             0.94415,             0.94574,             0.64138,            0.033744,           0.0080412,           0.0019528,           0.0031421,           0.0031421,           0.0031421
                 228,            0.026842,           0.0069584,           0.0012493,             0.89944,             0.94526,             0.94639,              0.6418,            0.033731,           0.0080337,           0.0019552,            0.003113,            0.003113,            0.003113
                 229,             0.02642,            0.006876,           0.0011547,              0.8999,              0.9438,             0.94619,             0.64375,             0.03373,           0.0080639,            0.001957,           0.0030841,           0.0030841,           0.0030841
                 230,            0.026678,           0.0069953,           0.0012839,             0.89956,             0.94444,             0.94769,             0.64151,             0.03371,           0.0080629,           0.0019577,           0.0030556,           0.0030556,           0.0030556
                 231,             0.02679,           0.0069672,           0.0012117,             0.89951,             0.94443,             0.94688,             0.64286,            0.033713,           0.0080494,           0.0019618,           0.0030274,           0.0030274,           0.0030274
                 232,            0.026653,           0.0069004,           0.0011866,             0.90037,             0.94441,             0.94685,             0.64231,            0.033739,           0.0080721,           0.0019652,           0.0029996,           0.0029996,           0.0029996
                 233,            0.026655,           0.0068883,           0.0011544,             0.90023,             0.94449,             0.94681,             0.64117,            0.033747,           0.0080669,           0.0019665,            0.002972,            0.002972,            0.002972
                 234,             0.02631,           0.0068581,           0.0012388,              0.9003,             0.94449,             0.94678,             0.64048,            0.033756,           0.0080897,           0.0019663,           0.0029448,           0.0029448,           0.0029448
                 235,            0.026651,           0.0068774,           0.0012301,             0.89993,             0.94453,             0.94673,             0.63977,            0.033763,           0.0080616,           0.0019686,           0.0029179,           0.0029179,           0.0029179
                 236,            0.026203,           0.0068118,            0.001172,              0.9013,             0.94466,             0.94676,             0.63882,            0.033751,           0.0080726,             0.00197,           0.0028914,           0.0028914,           0.0028914
                 237,            0.026403,           0.0068908,           0.0012354,             0.90064,             0.94448,             0.94605,             0.63795,            0.033751,           0.0080864,            0.001976,           0.0028652,           0.0028652,           0.0028652
                 238,             0.02633,           0.0070327,           0.0011312,             0.90127,             0.94464,             0.94602,             0.64126,             0.03376,           0.0080639,           0.0019758,           0.0028394,           0.0028394,           0.0028394
                 239,            0.026398,           0.0068744,           0.0012482,             0.90243,             0.94447,             0.94603,             0.63939,            0.033762,           0.0080743,           0.0019754,           0.0028139,           0.0028139,           0.0028139
                 240,            0.026333,           0.0069041,           0.0011655,             0.90203,             0.94441,             0.94535,              0.6393,            0.033775,           0.0080606,           0.0019741,           0.0027887,           0.0027887,           0.0027887
                 241,            0.026157,            0.006814,           0.0011607,             0.90194,              0.9445,             0.94536,             0.63519,             0.03378,           0.0080687,           0.0019761,           0.0027639,           0.0027639,           0.0027639
                 242,            0.026277,           0.0068459,           0.0011836,             0.90186,              0.9445,             0.94535,             0.64099,            0.033788,           0.0080713,           0.0019812,           0.0027395,           0.0027395,           0.0027395
                 243,            0.026282,           0.0067755,           0.0011446,             0.90191,              0.9445,             0.94527,             0.63432,            0.033781,           0.0080682,           0.0019894,           0.0027154,           0.0027154,           0.0027154
                 244,            0.026061,           0.0067935,           0.0012068,              0.9016,             0.94466,             0.94528,             0.63794,            0.033775,            0.008064,           0.0019893,           0.0026917,           0.0026917,           0.0026917
                 245,            0.026128,           0.0068016,           0.0011254,             0.90133,             0.94446,             0.94526,             0.63819,            0.033756,           0.0080769,           0.0019885,           0.0026683,           0.0026683,           0.0026683
                 246,            0.025738,           0.0067176,           0.0011103,             0.90112,             0.94347,             0.94527,             0.63902,            0.033749,           0.0080909,           0.0019871,           0.0026453,           0.0026453,           0.0026453
                 247,            0.026285,           0.0068695,           0.0011661,             0.90231,             0.94375,             0.94526,             0.63936,            0.033761,           0.0080687,           0.0019879,           0.0026227,           0.0026227,           0.0026227
                 248,             0.02605,           0.0067458,           0.0011548,             0.90166,             0.94417,             0.94523,             0.63991,            0.033752,           0.0080635,           0.0019905,           0.0026004,           0.0026004,           0.0026004
                 249,             0.02582,           0.0067715,           0.0011545,             0.90298,             0.94466,             0.94526,             0.63989,            0.033747,            0.008076,           0.0019898,           0.0025785,           0.0025785,           0.0025785
                 250,            0.025612,           0.0067558,           0.0011366,             0.90321,             0.94439,             0.94527,             0.63967,            0.033737,           0.0080784,           0.0019908,            0.002557,            0.002557,            0.002557
                 251,            0.025877,           0.0067392,            0.001149,             0.90156,             0.94446,             0.94522,             0.63969,            0.033722,            0.008062,           0.0019921,           0.0025359,           0.0025359,           0.0025359
                 252,            0.025926,           0.0067429,           0.0012407,             0.90178,             0.94466,             0.94521,             0.63989,            0.033726,           0.0080534,           0.0019911,           0.0025151,           0.0025151,           0.0025151
                 253,            0.025429,           0.0066763,           0.0011406,             0.90306,              0.9444,             0.94518,             0.63944,            0.033741,            0.008043,           0.0019923,           0.0024948,           0.0024948,           0.0024948
                 254,            0.025512,           0.0066376,           0.0011306,             0.90391,             0.94466,             0.94519,             0.63969,             0.03376,            0.008055,           0.0019939,           0.0024748,           0.0024748,           0.0024748
                 255,            0.025504,           0.0066515,           0.0010414,             0.90337,             0.94435,             0.94518,             0.63947,            0.033772,           0.0080314,           0.0019949,           0.0024552,           0.0024552,           0.0024552
                 256,            0.025638,           0.0066784,           0.0010701,             0.90263,             0.94381,             0.94517,             0.63936,            0.033769,           0.0080383,           0.0019954,            0.002436,            0.002436,            0.002436
                 257,            0.025814,           0.0067045,           0.0011115,             0.90255,             0.94424,             0.94518,             0.63952,            0.033778,           0.0080331,           0.0019996,           0.0024172,           0.0024172,           0.0024172
                 258,            0.025522,           0.0066637,            0.001047,              0.9023,             0.94441,             0.94516,             0.63682,            0.033753,           0.0080411,           0.0020016,           0.0023987,           0.0023987,           0.0023987
                 259,            0.025717,            0.006717,           0.0011034,             0.90345,             0.94425,             0.94518,             0.63738,            0.033698,           0.0080486,           0.0020053,           0.0023807,           0.0023807,           0.0023807
                 260,            0.025433,           0.0066877,           0.0011024,             0.90214,             0.94466,             0.94584,             0.63733,            0.033686,           0.0080514,           0.0020063,           0.0023631,           0.0023631,           0.0023631
                 261,            0.025346,           0.0066762,           0.0011274,             0.90264,             0.94454,             0.94583,             0.63737,            0.033691,           0.0080521,           0.0020084,           0.0023458,           0.0023458,           0.0023458
                 262,            0.025455,           0.0066534,            0.001088,             0.90222,             0.94453,             0.94583,             0.64053,            0.033701,           0.0080614,            0.002011,            0.002329,            0.002329,            0.002329
                 263,            0.025572,           0.0066615,           0.0011389,             0.90075,             0.94431,             0.94567,             0.63853,             0.03372,           0.0080323,           0.0020198,           0.0023125,           0.0023125,           0.0023125
                 264,            0.025111,           0.0066407,           0.0010839,             0.90083,             0.94466,             0.94561,             0.64005,            0.033733,           0.0080611,           0.0020269,           0.0022965,           0.0022965,           0.0022965
                 265,            0.025044,           0.0065294,            0.001052,             0.90212,             0.94435,              0.9449,             0.64017,            0.033733,           0.0080714,           0.0020338,           0.0022809,           0.0022809,           0.0022809
                 266,            0.025178,           0.0066073,           0.0011002,             0.90283,             0.94442,             0.94402,             0.63774,            0.033753,           0.0080675,           0.0020389,           0.0022657,           0.0022657,           0.0022657
                 267,            0.025304,           0.0066438,           0.0011223,             0.90381,             0.94466,             0.94398,               0.635,            0.033754,           0.0080448,            0.002044,           0.0022509,           0.0022509,           0.0022509
                 268,            0.025432,           0.0066516,           0.0011411,             0.90385,             0.94466,             0.94339,              0.6345,            0.033756,           0.0080635,           0.0020504,           0.0022365,           0.0022365,           0.0022365
                 269,            0.025276,           0.0065583,            0.001103,             0.90401,             0.94466,             0.94453,             0.63636,            0.033753,           0.0080758,           0.0020506,           0.0022225,           0.0022225,           0.0022225
                 270,            0.025006,           0.0065169,           0.0010418,              0.9043,             0.94466,             0.94395,             0.63231,            0.033757,           0.0080552,           0.0020505,           0.0022089,           0.0022089,           0.0022089
                 271,            0.025101,           0.0065323,           0.0010959,             0.90525,             0.94574,             0.94392,             0.63516,            0.033768,            0.008077,           0.0020501,           0.0021958,           0.0021958,           0.0021958
                 272,            0.025193,           0.0066008,           0.0011172,             0.90567,             0.94574,             0.94393,             0.63412,            0.033781,           0.0080698,           0.0020543,            0.002183,            0.002183,            0.002183
                 273,            0.025181,           0.0065634,           0.0011176,             0.90561,             0.94574,             0.94339,              0.6338,            0.033789,           0.0080631,            0.002062,           0.0021707,           0.0021707,           0.0021707
                 274,            0.025099,           0.0064823,           0.0010792,             0.90598,             0.94553,             0.94337,             0.63307,            0.033792,           0.0080644,           0.0020692,           0.0021588,           0.0021588,           0.0021588
                 275,            0.024852,           0.0065765,            0.001068,             0.90515,             0.94466,             0.94333,             0.63263,             0.03378,           0.0080579,           0.0020742,           0.0021473,           0.0021473,           0.0021473
                 276,            0.024826,           0.0065107,           0.0010764,              0.9042,             0.94423,             0.94279,             0.63363,            0.033788,            0.008098,           0.0020792,           0.0021363,           0.0021363,           0.0021363
                 277,            0.024924,           0.0065233,            0.001047,             0.90492,             0.94466,             0.94287,             0.63188,             0.03379,           0.0080834,           0.0020764,           0.0021257,           0.0021257,           0.0021257
                 278,            0.025033,           0.0065516,           0.0010775,             0.90272,             0.94466,             0.94286,             0.63223,            0.033809,            0.008063,           0.0020704,           0.0021155,           0.0021155,           0.0021155
                 279,             0.02486,           0.0065308,           0.0010457,             0.90266,             0.94466,             0.94285,             0.63357,             0.03381,           0.0080742,           0.0020664,           0.0021057,           0.0021057,           0.0021057
                 280,            0.025036,           0.0065635,           0.0011266,             0.90269,             0.94466,             0.94284,             0.63477,            0.033786,           0.0080513,           0.0020638,           0.0020963,           0.0020963,           0.0020963
                 281,            0.024754,           0.0064877,            0.001095,             0.90328,             0.94458,             0.94286,             0.63386,            0.033777,           0.0080423,           0.0020639,           0.0020874,           0.0020874,           0.0020874
                 282,            0.024759,           0.0064621,          0.00099692,             0.90354,             0.94574,             0.94281,             0.63488,            0.033803,           0.0080879,           0.0020652,           0.0020789,           0.0020789,           0.0020789
                 283,            0.024929,           0.0064453,           0.0010557,             0.90213,             0.94574,             0.94278,             0.63465,            0.033825,           0.0080622,           0.0020663,           0.0020709,           0.0020709,           0.0020709
                 284,            0.024701,           0.0064966,           0.0010547,             0.90298,             0.94532,             0.94279,             0.63445,            0.033835,           0.0080936,           0.0020662,           0.0020632,           0.0020632,           0.0020632
                 285,            0.024763,           0.0065011,            0.001059,             0.90181,             0.94574,             0.94277,             0.63567,            0.033839,           0.0080583,           0.0020662,            0.002056,            0.002056,            0.002056
                 286,            0.024943,           0.0066217,           0.0010593,             0.90088,             0.94574,             0.94281,             0.63568,            0.033844,            0.008075,            0.002066,           0.0020492,           0.0020492,           0.0020492
                 287,            0.024847,           0.0064906,           0.0010816,             0.90185,             0.94574,             0.94281,             0.63656,            0.033828,           0.0080833,           0.0020671,           0.0020429,           0.0020429,           0.0020429
                 288,            0.024722,           0.0065033,           0.0010111,             0.90195,             0.94574,             0.94326,             0.63219,            0.033805,           0.0080796,           0.0020708,            0.002037,            0.002037,            0.002037
                 289,            0.024665,           0.0064746,           0.0010601,             0.90336,              0.9455,             0.94327,             0.63157,             0.03383,           0.0080841,           0.0020768,           0.0020315,           0.0020315,           0.0020315
                 290,             0.02461,           0.0064415,            0.001042,              0.9016,             0.94508,             0.94325,             0.63337,            0.033844,           0.0080639,           0.0020801,           0.0020265,           0.0020265,           0.0020265
                 291,            0.025063,           0.0065132,           0.0010452,             0.90045,             0.94574,             0.94329,             0.63225,             0.03385,           0.0080569,           0.0020845,           0.0020219,           0.0020219,           0.0020219
                 292,            0.024773,           0.0064534,           0.0010661,             0.98292,             0.88316,             0.94327,             0.63199,            0.033855,            0.008084,           0.0020833,           0.0020178,           0.0020178,           0.0020178
                 293,            0.024743,           0.0064927,            0.001057,             0.98324,             0.88325,             0.94296,             0.63149,             0.03386,           0.0080991,           0.0020861,            0.002014,            0.002014,            0.002014
                 294,            0.024679,           0.0065565,           0.0010175,             0.95592,             0.94434,             0.95352,             0.64484,            0.033873,           0.0080852,           0.0020897,           0.0020107,           0.0020107,           0.0020107
                 295,            0.024888,           0.0065366,           0.0011434,             0.95637,             0.94395,             0.95349,             0.64522,            0.033884,           0.0080906,           0.0020951,           0.0020079,           0.0020079,           0.0020079
                 296,            0.024551,           0.0064462,           0.0010325,             0.95588,              0.9437,               0.952,             0.64378,            0.033882,           0.0080777,           0.0020979,           0.0020055,           0.0020055,           0.0020055
                 297,            0.024713,           0.0064407,           0.0010616,               0.957,             0.94206,             0.95051,             0.64429,            0.033871,           0.0080938,           0.0020963,           0.0020035,           0.0020035,           0.0020035
                 298,            0.024912,             0.00645,           0.0010949,             0.98393,             0.88321,              0.9399,             0.64058,            0.033875,           0.0081094,           0.0020982,            0.002002,            0.002002,            0.002002
                 299,             0.02493,            0.006614,            0.001081,             0.98418,             0.88322,             0.93919,             0.63967,            0.033893,            0.008108,           0.0020934,           0.0020009,           0.0020009,           0.0020009
